sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium monophosphate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"sodium monophosphate";"salts";"5 – 15";"25 – 75";"20 – 50";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"sodium monophosphate";"salts";"15 – 50";"25 – 75";">50";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"sodium monophosphate";"salts";"5 – 50";"25 – 75";">50";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"sodium monophosphate";"salts";"5 – 50";"125 – 325";"<20";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Lead";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel (200)";"sodium monophosphate";"salts";"5 – 50";"25 – 225";"<2";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel Cast Iron (15-35Ni)";"sodium monophosphate";"salts";"5 – 50";"25 – 275";"<20";"213,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
