sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Zinc sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"2";"questionable";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acetal Resins (Polyoxymethylene)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"2";"questionable";">20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Carbon-Graphite Composites";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"9";"Chlorinated Polyvinyl Chloride (CPVC)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"10";"Chlorosulfonated Polyethylene";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Concrete";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended; over 3 years";">10";"50 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 250";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"14";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluororubber";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Glass, Chemical";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Glassed Steel";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Phenolic Resins, Asbestos-Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyethylene (PE)";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"27";"Polymethyl Methacrylate (PMMA)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"29";"Polypropylene (PP)";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinyl Chloride (PVC)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinylidene Fluoride (PVDF)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";"100";"70 – 275";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Butyl (BR)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Natural (NR)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Natural (NR)";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Styrene Acrylonitrile Copolymer (SAN)";"";"zinc sulfate";"saturated";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Vinyl Ester Resins";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"1";"recommended";">10";"70 – 250";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"38";"Wood";"";"zinc sulfate";"";"7733-02-0";"O4SZn";"salts";"2";"questionable";">10";"70 – 150";"";">7pH";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
