sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cellulose methyl ether";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Gold/ Platinum";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Lead";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Nickel (200)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel Cast Iron (15-35Ni)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel-Copper (400)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Cr-Fe Alloy (600/ 690)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"cellulose methyl ether";"ethers";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silver";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"cellulose methyl ether";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Tantalum";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Titanium, Unalloyed";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Zirconium";"cellulose methyl ether";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
