sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium chromate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"2";"questionable";"40";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Chlorinated Polyvinyl Chloride (CPVC)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 12";"";"";"";"";"";"";"";"";"";""
"6";"Chlorosulfonated Polyethylene";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Concrete";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"10";"50 – 60";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"10 – 90";"70 – 125";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium chromate";"tarapacaite";"saturated";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"11";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"12";"Fluororubber";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"<10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Glass, Chemical";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"10 – 80";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Nylon";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"2";"questionable";"5";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Phenolic Resins, Asbestos-Reinforced";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"2";"questionable";"10";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Polychloroprene";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Polyesters, Glass Fiber-Reinforced";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";">10";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Polyethylene (PE)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"10 – 40";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"20";"Polymethyl Methacrylate (PMMA)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"10 – 90";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polymethyl Methacrylate (PMMA)";"";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium chromate";"tarapacaite";"";"7789-11-06";"CrK2O4";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
