sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene chlorohydrin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";">85";"25 – 75";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Lead";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 75";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Lead";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"75 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel (200)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel Cast Iron (15-35Ni)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel Cast Iron (15-35Ni)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel-Copper (400)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel-Copper (400)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Ni-Cr-Fe Alloy (600/ 690)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"52 – 145";"<2";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silicon Cast Iron (14Si)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"145 – 237";"<20";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silver";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 75";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Silver";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"75 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Steels, Carbon/ Low Alloy";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Superferritic Stainless Steel (26-1)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Superferritic Stainless Steel (26-1)";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"125 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Tantalum";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Titanium, Unalloyed";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Zirconium";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"45 – 55";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Zirconium";"ethylene chlorohydrin";"2-chloroethanol";"107-07-3";"C2H5ClO";"alcohols";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
