sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium silicate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium silicate";"1 – 90";"212";"<2";"93,198,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"sodium silicate";"5 – 95";"25 – 225";"<2";"93,198,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium silicate";"1 – 90";"212";"<2";"93,198";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium silicate";"1 – 90";"212";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium silicate";">5";"150 – 225";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"sodium silicate";"1 – 90";"212";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 30-44-5-3W (G-30)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 30-44-5-3W (G-30)";"sodium silicate";">5";"150 – 225";"<2";"93,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Aluminum Alloy (3003/ 5154)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Aluminum Alloy (3003/ 5154)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Brass (>15Zn)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Brass (>15Zn)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cast Iron, Gray/ Ductile";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cast Iron, Gray/ Ductile";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cast Iron, Gray/ Ductile";"sodium silicate";">65";"225 – 275";"<20";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Copper/ Bronze/ Low Brass";"sodium silicate";"5 – 95";"25 – 150";"20 – 50";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Copper/ Bronze/ Low Brass";"sodium silicate";">5";"150 – 225";"20 – 50";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Copper-Nickel";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Copper-Nickel";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Cr Stainless Steel (12Cr)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Cr Stainless Steel (12Cr)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Cr Stainless Steel (17Cr)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cr Stainless Steel (17Cr)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Duplex Stainless Steel (25-6-3)";"sodium silicate";"1 – 90";"212";"<2";"93,198";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Gold/ Platinum";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Gold/ Platinum";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Lead";"sodium silicate";"5 – 95";"25 – 75";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Lead";"sodium silicate";">45";"175 – 225";">50";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel (200)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel (200)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Nickel (200)";"sodium silicate";">65";"225 – 275";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Nickel Cast Iron (15-35Ni)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Nickel Cast Iron (15-35Ni)";"sodium silicate";">5";"150 – 225";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Nickel Cast Iron (15-35Ni)";"sodium silicate";">65";"225 – 275";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Nickel-Copper (400)";"sodium silicate";"5 – 95";"25 – 150";"<2";"93,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
