sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Butyl acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"2";"questionable; weight gain";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polypropylene (PP)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polypropylene (PP)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"2";"questionable";"100";"150 – 212";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinyl Chloride (PVC)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"3";"not recommended; swollen; may dissolve";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinylidene Fluoride (PVDF)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyvinylidene Fluoride (PVDF)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"2";"questionable";"100";"70 – 150";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinylidene Fluoride (PVDF)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"3";"not recommended";"100";"150 – 212";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Butyl (BR)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Styrene Acrylonitrile Copolymer (SAN)";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"3";"not recommended; may dissolve";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Vinyl Ester Resins";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 80";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"41";"Wood";"";"butyl acetate";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
