sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Carbon dioxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"33";"Polyesters, Glass Fiber-Reinforced";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"";"carbon dioxide";"carbonic anhydride";"saturated";"124-38-9";"CO2";"gases";"1";"recommended";"10";"60 – 70";"";"highly permeable";"1, 8";"";"";"";"";"";"";"";"";"";""
"35";"Polyethylene (PE)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 150";"";"no water, wet";"1, 8";"";"";"";"";"";"";"";"";"";""
"36";"Polymethyl Methacrylate (PMMA)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"38";"Polypropylene (PP)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polypropylene (PP)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"60 – 150";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polyvinyl Chloride (PVC)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyvinyl Chloride (PVC)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 150";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";""
"42";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";""
"43";"Polyvinylidene Fluoride (PVDF)";"Kynar";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 285";"";"no water, wet";"1, 17";"";"";"";"";"";"";"";"";"";""
"44";"Rubber, Butyl (BR)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"10";"60 – 70";"";"120 psia, saturated";"1";"";"";"";"";"";"";"";"";"";""
"45";"Rubber, Butyl (BR)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 212";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";""
"46";"Rubber, Natural (NR)";"";"carbon dioxide";"carbonic anhydride";"saturated";"124-38-9";"CO2";"gases";"1";"recommended";"100";"60 – 70";"";"120 psia; wet, 38-100C (100-212F), 100%";"1";"";"";"";"";"";"";"";"";"";""
"47";"Rubber, Natural (NR)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 150";"";"no water";"1";"";"";"";"";"";"";"";"";"";""
"48";"Rubber, Natural (NR)";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Vinyl Ester Resins";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"70 – 350";"";"";"7";"";"";"";"";"";"";"";"";"";""
"50";"Wood";"";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
