sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Urea";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"<10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"50";"150";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"7";"Chlorinated Polyvinyl Chloride (CPVC)";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"8";"Chlorosulfonated Polyethylene";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"<10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Chlorosulfonated Polyethylene";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended; over 3 years";">10";"75 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"urea";"carbamide";"";"57-13-6";"CH4N2O";"amides";"1";"recommended";"20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"urea";"carbamide";"saturated";"57-13-6";"CH4N2O";"amides";"1";"recommended";"100";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
