sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Allyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Brass (>15Zn)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cast Iron, Gray/ Ductile";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 425";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper-Nickel";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (12Cr)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (12Cr)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (17Cr)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (17Cr)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Gold/ Platinum";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Lead";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"5 – 95";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Lead";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel (200)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel (200)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel Cast Iron (15-35Ni)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel-Copper (400)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel-Copper (400)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Ni-Cr-Fe Alloy (600/ 690)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Ni-Cr-Fe Alloy (600/ 690)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Ni-Mo Alloy (Ni-30Mo; B-2)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Silicon Cast Iron (14Si)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"52 – 237";"<2";"207,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Silver";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Steels, Carbon/ Low Alloy";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Superferritic Stainless Steel (26-1)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Superferritic Stainless Steel (26-1)";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";"100";"25 – 325";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Tantalum";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Titanium, Unalloyed";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Zirconium";"allyl alcohol";"2-propen-1-ol";"107-18-6";"C3H6O";"alcohols";"";">5";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
