sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium thiosulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"sodium thiosulfate";"salts";"5 – 15";"175 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"sodium thiosulfate";"salts";"5 – 40";"25 – 104";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"sodium thiosulfate";"salts";"5 – 40";"104 – 175";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"sodium thiosulfate";"salts";"15 – 40";"175 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Brass (>15Zn)";"sodium thiosulfate";"salts";"5 – 40";"25 – 75";">50";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"sodium thiosulfate";"salts";"5 – 15";"25 – 75";">50";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"sodium thiosulfate";"salts";"25 – 35";"25 – 75";">50";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"sodium thiosulfate";"salts";"5 – 40";"25 – 75";">50";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"sodium thiosulfate";"salts";"35 – 40";"275 – 325";">50";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper-Nickel";"sodium thiosulfate";"salts";"5 – 40";"25 – 75";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (12Cr)";"sodium thiosulfate";"salts";"5 – 15";"25 – 225";"<20";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"sodium thiosulfate";"salts";"5 – 15";"25 – 225";"<20";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Duplex Stainless Steel (25-6-3)";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Gold/ Platinum";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Lead";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"sodium thiosulfate";"salts";"35 – 40";"225 – 325";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel-Copper (400)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Ni-Cr-Fe Alloy (600/ 690)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<20";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silicon Cast Iron (14Si)";"sodium thiosulfate";"salts";"5 – 40";"52 – 237";"<20";"97,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"sodium thiosulfate";"salts";"5 – 15";"25 – 75";">50";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"sodium thiosulfate";"salts";"25 – 35";"25 – 75";">50";"97,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Superferritic Stainless Steel (26-1)";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"sodium thiosulfate";"salts";"5 – 40";"25 – 225";"<2";"97,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Titanium, Unalloyed";"sodium thiosulfate";"salts";"1 – 40";"0 – 230";"<2";"97,199";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
