sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Salicylic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"125 – 175";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 30-44-5-3W (G-30)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"125 – 175";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"125 – 175";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper-Nickel";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Duplex Stainless Steel (25-6-3)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel-Copper (400)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Silicon Cast Iron (14Si)";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"52 – 237";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Silver";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Steels, Carbon/ Low Alloy";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"25 – 225";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Titanium, Unalloyed";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"125 – 175";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Titanium, Unalloyed";"salicylic acid";"o-hydroxybenzoic acid";"69-72-7";"C7H6O3";"organic (weak) acids";"5";"212";"<2";"193,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
