sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended; over 3 years";">10";"75 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Fluororubber";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"20 – 60";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"10 – 60";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Nylon";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Phenolic Resins, Asbestos-Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polychloroprene";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polychloroprene";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"20 – 60";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyesters, Glass Fiber-Reinforced";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended; mercury grade recommended to 80°C (176°F); also when saturated with chlorine, bromine, pH 2-4";">10";"75 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyethylene (PE)";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"30";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyethylene (PE)";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"50";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"33";"Polymethyl Methacrylate (PMMA)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"35";"Polypropylene (PP)";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"10 – 60";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polypropylene (PP)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"60";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Polypropylene (PP)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyvinyl Chloride (PVC)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyvinylidene Fluoride (PVDF)";"Kynar";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 285";">12";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"40";"Rubber, Natural (NR)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Rubber, Natural (NR)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"3";"not recommended";"10 – 60";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Vinyl Ester Resins";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";">10";"80 – 212";"";"also when saturated with chlorine, bromine, pH 2-4";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
