sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"3";"not recommended";"60";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"60";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Cellulose Acetate";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"2";"questionable";"10";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Cellulose Acetate";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Cellulose Acetate Butyrate";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"3";"not recommended";"10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Cellulose Acetate Butyrate";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"any";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"potassium chloride";"wet vapors";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"75";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"185";"";"mercury grade, saturated";"16";"";"";"";"";"";"";"";"";"";"";""
"14";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"any";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"15";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"potassium chloride";"wet vapors";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"75";"";"concentration undefined";"16";"";"";"";"";"";"";"";"";"";"";""
"16";"Chlorinated Polyvinyl Chloride (CPVC)";"";"potassium chloride";"";"7447-40-7";"ClK";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 12";"";"";"";"";"";"";"";"";"";"";""
"17";"Chlorosulfonated Polyethylene";"";"potassium chloride";"saturated";"7447-40-7";"ClK";"salts";"1";"recommended";"10 – 60";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
