sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium phosphate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ammonium phosphate";"salts";"any";"25 – 212";"<2";"14,161,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ammonium phosphate";"salts";"any";"68 – 212";"<2";"14,161,213";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ammonium phosphate";"salts";"any";"25 – 212";"<2";"14,161,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"ammonium phosphate";"salts";"any";"25 – 212";"<2";"14,161,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"ammonium phosphate";"salts";"5 – 15";"25 – 75";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"ammonium phosphate";"salts";"5 – 15";"175 – 225";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"ammonium phosphate";"salts";"15 – 25";"25 – 75";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ammonium phosphate";"salts";"1 – 40";"0 – 212";"<2";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ammonium phosphate";"salts";"5 – 35";"215 – 225";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ammonium phosphate";"salts";"5 – 45";"25 – 125";"<2";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ammonium phosphate";"salts";"1 – 40";"0 – 212";"<2";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ammonium phosphate";"salts";"5 – 35";"215 – 225";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ammonium phosphate";"salts";"5 – 45";"25 – 125";"<2";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"ammonium phosphate";"salts";"5 – 15";"25 – 75";"20 – 50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Brass (>15Zn)";"ammonium phosphate";"salts";"100";"75 – 125";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"ammonium phosphate";"salts";"5 – 15";"25 – 75";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cast Iron, Gray/ Ductile";"ammonium phosphate";"salts";"5 – 15";"175 – 225";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cast Iron, Gray/ Ductile";"ammonium phosphate";"salts";"35 – 45";"25 – 75";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cast Iron, Gray/ Ductile";"ammonium phosphate";"salts";"100";"25 – 75";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Copper/ Bronze/ Low Brass";"ammonium phosphate";"salts";"5 – 45";"25 – 75";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Copper/ Bronze/ Low Brass";"ammonium phosphate";"salts";"100";"75 – 125";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Copper-Nickel";"ammonium phosphate";"salts";"5 – 45";"25 – 75";"<20";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Copper-Nickel";"ammonium phosphate";"salts";"100";"75 – 125";">50";"14,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
