sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"acetyl chloride";"ethanoyl chloride";"";"75-36-5";"C2H3ClO";"acid halides";"1";"recommended";"100";"250 – 300";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"12";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"acetylsalicylic acid";"2-(acetyloxy)benzoic acid; aspirin";"";"50-78-2";"C9H8O4";"organic (weak) acids";"1";"recommended; do not use over 135°C (275°F) in contact with glass-lined equipment";"10 – 50";"250 – 275";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"13";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"acrylic acid";"2-propenoic acid";"";"1979-10-07";"C3H4O2";"organic (weak) acids";"3";"not recommended";"any";"0 – 400";"<1";"";"10";"";"";"";"";"";"";"";"";"";""
"14";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"acrylic acid ester";"";"";"";"";"esters";"3";"not recommended";"any";"0 – 400";"<1";"";"10";"";"";"";"";"";"";"";"";"";""
"15";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"acrylic monomers";"";"";"";"";"polymers";"3";"not recommended";"any";"0 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"16";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"adipic acid";"";"";"124-04-9";"C6H10O4";"organic (weak) acids";"1";"recommended";"any";"250 – 400";"<1";"";"10";"";"";"";"";"";"";"";"";"";""
"17";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"air";"";"";"";"";"gases";"1";"recommended";"100";"250 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"18";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"alcohols";"";"";"";"";"alcohols";"1";"recommended; recommended at 121°C (250°F) for C6 through C20";"any";"250 – 400";">12";"c1 through C5";"10";"";"";"";"";"";"";"";"";"";""
"19";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"alcohols";"";"";"";"";"alcohols";"1";"recommended";"any";"250";"";"";"10";"";"";"";"";"";"";"";"";"";""
"20";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"aliphatic hydrocarbons";"";"";"";"";"hydrocarbons";"1";"recommended";"100";"250 – 300";">12";"c4 to C10";"10";"";"";"";"";"";"";"";"";"";""
"21";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"allyl chloride";"3-chloropropene";"";"107-05-1";"C3H5Cl";"halogenated aliphatics";"1";"recommended";"20 – 40";"200";"<6";"";"10";"";"";"";"";"";"";"";"";"";""
"22";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"alum";"potassium aluminum sulfate dodecahydrate";"ammonium or potassium alum";"7784-24-9";"AlH24KO20S2";"salts";"1";"recommended";"any";"250 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"23";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended; strength loss; steady state reached in exposure time";"100";"32 – 150";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"24";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"ammonium salts";"";"";"";"";"salts";"1";"recommended";"any";"250 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"25";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";"50";"200 – 350";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"26";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";"90";"200 – 350";"";"";"10";"";"";"";"";"";"";"";"";"";""
"27";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"50";"150 – 200";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"28";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable";"50";"250";"";"";"10";"";"";"";"";"";"";"";"";"";""
"29";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"aniline hydrochloride";"benzenamine hydrochloride";"";"142-04-1";"C6H8ClN";"amino salts";"1";"recommended";"10";"200";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"30";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"antimony salts";"";"";"";"";"salts";"1";"recommended";"any";"250 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"31";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"aqua regia";"";"";"";"";"inorganic acids";"1";"recommended";">60";"200";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"32";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"barium salts";"";"";"";"";"salts";"1";"recommended";"any";"250 – 400";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"33";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"250 – 300";">12";"permeation limited - max  temperature 149°C (300°F)";"10";"";"";"";"";"";"";"";"";"";""
"34";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzene hexachloride";"";"";"";"";"aromatics";"1";"recommended";"any";"250";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"35";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzenesulfonic acid";"";"";"";"";"surfactants & detergents";"1";"recommended";"100";"250";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"36";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzenesulfonyl chloride";"";"";"";"";"";"1";"recommended";"3";"250";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"37";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"benzenesulfonyl chloride";"";"";"";"";"";"1";"recommended";"100";"250";"";"";"10";"";"";"";"";"";"";"";"";"";""
"38";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"1";"recommended";"50";"250 – 400";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"39";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"1";"recommended";"70 – 80";"250 – 400";"";"";"10";"";"";"";"";"";"";"";"";"";""
"40";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"benzoyl chloride";"benzenecarbonyl chloride";"anhydrous";"98-88-4";"C7H5ClO";"acid halides";"1";"recommended";"100";"200 – 250";"<6";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"41";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended; strength loss";"100";"32 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"42";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended; steady state reached in exposure time";"100";"212 – 250";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"43";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"benzyl chloride";"(chloromethyl)benzene";"";"100-44-7";"C7H7Cl";"halogenated aromatics";"1";"recommended";"100";"250 – 350";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"44";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"boric acid";"";"";"";"";"inorganic acids";"1";"recommended";"any";"250 – 400";"<6";"";"10";"";"";"";"";"";"";"";"";"";""
"45";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"boric acid salts";"";"";"";"";"salts";"1";"recommended";"any";"250 – 400";"<6";"";"10";"";"";"";"";"";"";"";"";"";""
"46";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"bromine";"";"";"7726-95-6";"Br2";"";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 70";"";"no water";"1, 22";"";"";"";"";"";"";"";"";"";""
"47";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"bromine";"";"";"7726-95-6";"Br2";"";"1";"recommended; ";"100";"70 – 125";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"48";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"bromine";"";"";"7726-95-6";"Br2";"";"2";"questionable";"100";"125 – 150";"[";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"49";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"butadiene";"";"";"";"";"olefins";"3";"not recommended";"any";"0 – 400";">12";"maximum use temperature for gaskets 93°C (200°F)";"10";"";"";"";"";"";"";"";"";"";""
"50";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"1";"recommended; strength loss; steady state reached in one week exposure";"100";"32 – 200";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
