sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrochloric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"68";"<2";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"140";"20 – 50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"212";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"25 – 95";"20 – 50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"122 – 175";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"25 – 36";"25 – 75";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"68";"<2";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"140";"20 – 50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"212";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"25 – 95";"20 – 50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"122 – 175";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Alloy 30-44-5-3W (G-30)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"25 – 36";"25 – 75";">50";"";"59,142,177,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Aluminum Alloy (3003/ 5154)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 15";"125 – 175";"20 – 50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Aluminum Alloy (3003/ 5154)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"175 – 225";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Aluminum Alloy (3003/ 5154)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"stress corrosion cracking";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Aluminum Alloy (3003/ 5154)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"15 – 25";"125 – 225";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Aluminum Alloy (3003/ 5154)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"35 – 36";"125 – 175";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"pitting; stress corrosion cracking";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"pitting; stress corrosion cracking";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Brass (>15Zn)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 36";"25 – 225";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cast Iron, Gray/ Ductile";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"25 – 75";"20 – 50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Cast Iron, Gray/ Ductile";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"25 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Copper/ Bronze/ Low Brass";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 36";"25 – 225";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Copper-Nickel";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 15";"25 – 75";"20 – 50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Copper-Nickel";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"15 – 35";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Cr Stainless Steel (12Cr)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cr Stainless Steel (17Cr)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Duplex Stainless Steel (25-6-3)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"68";"20 – 50";"";"59,142,178,210";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Duplex Stainless Steel (25-6-3)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"2";"140 – 212";">50";"";"59,142,178,210";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Duplex Stainless Steel (25-6-3)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"10";"77";">50";"";"59,142,178,210";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Lead";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"25 – 75";"<20";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Lead";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"125 – 175";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Lead";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"25 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel (200)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 15";"125 – 225";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel (200)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Nickel Cast Iron (15-35Ni)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"5 – 25";"25 – 75";"20 – 50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Nickel Cast Iron (15-35Ni)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"";"";"25 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Nickel-Copper (400)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 15";"125 – 175";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Nickel-Copper (400)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"5 – 36";"25 – 75";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Nickel-Copper (400)";"hydrochloric acid";"hydrogen chloride";"7647-01-0";"ClH";"inorganic acids";"severe corrosion with oxygen ingress";"";"25 – 35";"125 – 175";">50";"";"59,142,210,219,220";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
