sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ferrous sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Carbon-Graphite Composites";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"10 – 50";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"<25";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"<25";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"7";"Chlorinated Polyvinyl Chloride (CPVC)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"8";"Concrete";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Cements";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"20";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Cements";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"20";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended; over 3 years";">10";"75 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"10";"70 – 225";"";"saturated @ 60%";"1, 19";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferrous sulfate";"iron sulfate";"saturated";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"14";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"15";"Fluororubber";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
