sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ferrous sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"16";"Glass, Chemical";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";">10";"70 – 212";"";"also with dilute sulfuric acid";"1";"";"";"";"";"";"";"";"";"";""
"17";"Nylon";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Polyesters, Glass Fiber-Reinforced";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"10 – 20";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Polyesters, Glass Fiber-Reinforced";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Polyethylene (PE)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"21";"Polymethyl Methacrylate (PMMA)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"23";"Polypropylene (PP)";"";"ferrous sulfate";"iron sulfate";"saturated";"7720-78-7";"FeO4S";"salts";"1";"recommended";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polypropylene (PP)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polyvinyl Chloride (PVC)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyvinylidene Fluoride (PVDF)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";""
"27";"Styrene Acrylonitrile Copolymer (SAN)";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Vinyl Ester Resins";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";">10";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"29";"Wood";"";"ferrous sulfate";"iron sulfate";"";"7720-78-7";"FeO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
