sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hexane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Fluororubber";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Nylon";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Nylon";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended; swollen";"100";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polyesters, Glass Fiber-Reinforced";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyesters, Glass Fiber-Reinforced";"";"hexane";"vapor";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyethylene (PE)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"18";"Polymethyl Methacrylate (PMMA)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended; weight loss";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"0 – 150";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"20";"Polypropylene (PP)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polypropylene (PP)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended; weight gain ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polypropylene (PP)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyvinyl Chloride (PVC)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyvinylidene Fluoride (PVDF)";"Kynar";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"25";"Rubber, Butyl (BR)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended";"100";"70 – 135";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Rubber, Butyl (BR)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended";"100";"135 – 150";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Rubber, Natural (NR)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended; swollen >12 months";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Rubber, Natural (NR)";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"3";"not recommended; swollen ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Vinyl Ester Resins";"";"hexane";"";"110-54-3";"C6H14";"hydrocarbons";"1";"recommended";"100";"70 – 160";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
