sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethyl acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 175";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 225";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 125";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"125 – 325";"<20";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 75";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 75";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 425";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 425";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 75";"<20";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel (200)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel Cast Iron (15-35Ni)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Cr-Fe Alloy (600/ 690)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 325";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silicon Cast Iron (14Si)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 225";"<2";"123,208,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 225";"<2";"123,208,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silver";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 225";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 75";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 125";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"125 – 375";"<20";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Tantalum";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"5 – 10";"25 – 425";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 425";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Titanium, Unalloyed";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 225";"<2";"123,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Zirconium";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"25 – 225";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Zirconium";"ethyl acetate";"141-78-6";"C4H8O2";"esters";"100";"475 – 500";"<2";"123,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
