sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nitric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Chlorosulfonated Polyethylene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"40 – 50";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"52";"Chlorosulfonated Polyethylene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Chlorosulfonated Polyethylene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Chlorosulfonated Polyethylene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Chlorosulfonated Polyethylene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"98";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"56";"Concrete";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"57";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"1 – 3";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"58";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"1 – 3";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"59";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"5";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"60";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"5";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"61";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"10";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"62";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"10";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"63";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"25";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"64";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"25";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"65";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"66";"Epoxy Cements";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"67";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"10";"50 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"68";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable; over 3 years";"10 – 30";"50 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"69";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"10 – 30";"150 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"70";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"20 – 30";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"71";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">40";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"72";"Epoxy Resin, Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10";"100";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"73";"Epoxy Resin, Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"40";"70 – 80";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"74";"Epoxy Resin, Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"40";"80 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"75";"Epoxy Resin, Glass Fiber- Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"70";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"76";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended; steady state reached in one week exposure";"20";"175 – 212";"[";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"77";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable; weight gain, strength loss";"50";"175 – 212";"[";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
