sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Stearic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 175";"20 – 50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 425";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 275";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"275 – 475";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"20 – 50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 175";"20 – 50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 475";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 275";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"275 – 325";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 275";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (17Cr)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"275 – 325";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Gold/ Platinum";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Lead";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 225";"20 – 50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Lead";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"375 – 425";">50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel (200)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 275";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel (200)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"275 – 475";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel Cast Iron (15-35Ni)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"20 – 50";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel-Copper (400)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 225";"<2";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"225 – 475";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"158 – 475";"<20";"99,119,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"100";"175 – 225";"<2";"99,119,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
