sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium ethylate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium ethylate";"bases";"5 – 15";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"sodium ethylate";"bases";"25 – 35";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"sodium ethylate";"bases";"100";"25 – 225";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium ethylate";"bases";"5 – 15";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium ethylate";"bases";"25 – 35";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium ethylate";"bases";"100";"25 – 225";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"sodium ethylate";"bases";"5 – 15";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 30-44-5-3W (G-30)";"sodium ethylate";"bases";"25 – 35";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 30-44-5-3W (G-30)";"sodium ethylate";"bases";"100";"25 – 225";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Aluminum Alloy (3003/ 5154)";"sodium ethylate";"bases";"100";"25 – 75";">50";"212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium ethylate";"bases";"5 – 15";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium ethylate";"bases";"25 – 35";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium ethylate";"bases";"100";"25 – 225";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium ethylate";"bases";"5 – 15";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium ethylate";"bases";"25 – 35";"25 – 75";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium ethylate";"bases";"100";"25 – 225";"<2";"212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
