sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diphenyl oxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"diphenyl oxide";"ethers";"100";"25 – 225";"<20";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"diphenyl oxide";"ethers";"100";"25 – 225";"<20";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"diphenyl oxide";"ethers";"100";"25 – 225";"<20";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel Cast Iron (15-35Ni)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel-Copper (400)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Cr-Fe Alloy (600/ 690)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Ni-Mo Alloy (Ni-30Mo; B-2)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silicon Cast Iron (14Si)";"diphenyl oxide";"ethers";"100";"52 – 237";"<2";"128,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Superferritic Stainless Steel (26-1)";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Tantalum";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Titanium, Unalloyed";"diphenyl oxide";"ethers";"100";"25 – 225";"<2";"128,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
