sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorotrifluoromethane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper-Nickel";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"chlorotrifluoromethane";"refrigerant 13";"75-72-9";"CClF3";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
