sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Vegetable oils";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"vegetable oils";"fats & oils";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"vegetable oils";"fats & oils";"100";"25 – 475";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"vegetable oils";"fats & oils";"100";"25 – 475";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Gold/ Platinum";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Lead";"vegetable oils";"fats & oils";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel (200)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Nickel Cast Iron (15-35Ni)";"vegetable oils";"fats & oils";"100";"25 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Nickel-Copper (400)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Ni-Cr-Fe Alloy (600/ 690)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Ni-Mo Alloy (Ni-30Mo; B-2)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Silicon Cast Iron (14Si)";"vegetable oils";"fats & oils";"100";"52 – 687";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Silver";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Steels, Carbon/ Low Alloy";"vegetable oils";"fats & oils";"100";"25 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Superferritic Stainless Steel (26-1)";"vegetable oils";"fats & oils";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Tantalum";"vegetable oils";"fats & oils";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
