sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"101";"Polyphenylene Sulfide (40% Glass-Filled)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"0 – 140";"";"";"11";"";"";"";"";"";"";"";"";"";""
"102";"Polyphenylene Sulfide (40% Glass-Filled)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"140 – 176";"";"";"11";"";"";"";"";"";"";"";"";"";""
"103";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"200";"[";"";"18";"";"";"";"";"";"";"";"";"";""
"104";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"30";"200";"[";"";"18";"";"";"";"";"";"";"";"";"";""
"105";"Polypropylene (PP)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"106";"Polypropylene (PP)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"107";"Polypropylene (PP)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"108";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; weight gain, ";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"109";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"30";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"110";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; discolored, softened";"30";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"111";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"70 – 85";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"112";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"85 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"113";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"114";"Polyvinyl Chloride (PVC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"115";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"150";"";"";"6";"";"";"";"";"";"";"";"";"";""
"116";"Polyvinylidene Chloride (PVDC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"20";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"117";"Polyvinylidene Chloride (PVDC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"40";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"118";"Polyvinylidene Chloride (PVDC)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"119";"Polyvinylidene Fluoride (PVDF)";"Kynar";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"60 – 175";"";"no mercury amalgam; kYNAR";"1, 17";"";"";"";"";"";"";"";"";"";""
"120";"Polyvinylidene Fluoride (PVDF)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"60 – 70";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"121";"Polyvinylidene Fluoride (PVDF)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"70 – 150";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"122";"Polyvinylidene Fluoride (PVDF)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"50";"150 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"123";"Rubber, Butyl (BR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10 – 60";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"124";"Rubber, Butyl (BR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"125";"Rubber, Butyl (BR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"126";"Rubber, Natural (NR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10";"150 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"127";"Rubber, Natural (NR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; weight gain, ";"10";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"128";"Rubber, Natural (NR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10 – 60";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"129";"Rubber, Natural (NR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"130";"Rubber, Natural (NR)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"131";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"132";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium hydroxide";"caustic soda";"saturated";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"133";"Vinyl Ester Resins";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"5 – 25";"180";"";"synthetic veil";"7";"";"";"";"";"";"";"";"";"";""
"134";"Vinyl Ester Resins";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"25 – 50";"210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"135";"Vinyl-Modified Polybutadiene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"70 – 80";"<12";"";"1";"";"";"";"";"";"";"";"";"";""
"136";"Vinyl-Modified Polybutadiene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"80";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"137";"Wood";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; tanks; questionable ";"2 – 10";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"138";"Wood";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; recommended at >11pH";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"139";"Wood";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10";"175 – 212";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
