sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium dichromate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"35 – 95";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"85 – 95";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";">85";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Nickel Cast Iron (15-35Ni)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Silicon Cast Iron (14Si)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"5 – 35";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Silicon Cast Iron (14Si)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"35 – 95";"187 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Silicon Cast Iron (14Si)";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";">85";"27 – 77";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Steels, Carbon/ Low Alloy";"ammonium dichromate";"ammonium bichromate";"7789-09-05";"Cr2H8N2O7";"salts";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
