sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Polyvinylidene Fluoride (PVDF)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"10";"180 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"52";"Polyvinylidene Fluoride (PVDF)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"53";"Rubber, Butyl (BR)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Rubber, Butyl (BR)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Rubber, Natural (NR)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"56";"Rubber, Natural (NR)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"57";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"58";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";"10";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"59";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"60";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium hydroxide";"saturated";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"61";"Vinyl Ester Resins";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"5 – 25";"50 – 150";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"62";"Vinyl Ester Resins";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"45";"175";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"63";"Wood";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended; swollen; ";"10 – 40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
