sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Butylamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"85 – 95";"25 – 75";"<20";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 125";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"175 – 225";">50";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";"<2";"217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";"<2";"217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";"<2";"217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";"<2";"217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 225";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel-Copper (400)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";"<2";"217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Cr-Fe Alloy (600/ 690)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Mo Alloy (Ni-30Mo; B-2)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"25 – 75";"<2";"217,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silicon Cast Iron (14Si)";"butylamine";"1-butanamine";"109-73-9";"C4H11N";"amines";"";"100";"52 – 237";"<2";"217,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
