sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrofluoric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Polychloroprene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable; swollen ";"50";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"52";"Polychloroprene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"60 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Polyesters, Glass Fiber-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Polyesters, Glass Fiber-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended; with Dynel veil; no acetic acid; vapor at 20% above 52°C (125°F)";"10 – 20";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Polyethylene (PE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10";"70 – 125";"<1";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"56";"Polyethylene (PE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"40";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"57";"Polyethylene (PE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"60 – 70";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"58";"Polyethylene (PE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"70 – 125";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"59";"Polymethyl Methacrylate (PMMA)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"60";"Polymethyl Methacrylate (PMMA)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"61";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10 – 50";"0 – 140";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"62";"Polyphenylene Sulfide (40% Glass-Filled)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"10 – 50";"140 – 250";"";"";"11";"";"";"";"";"";"";"";"";"";"";""
"63";"Polypropylene (PP)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"40";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"64";"Polypropylene (PP)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"40";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"65";"Polypropylene (PP)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"40 – 60";"60 – 80";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"66";"Polypropylene (PP)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended; may stress crack";"60";"60 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"67";"Polypropylene (PP)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"70 – 80";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"68";"Polyvinyl Chloride (PVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"69";"Polyvinyl Chloride (PVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"10";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"70";"Polyvinyl Chloride (PVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended; weight gain ";"30 – 50";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"71";"Polyvinyl Chloride (PVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"50";"80 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"72";"Polyvinyl Chloride (PVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; discolored, softened";"50";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"73";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"20";"175";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"74";"Polyvinylidene Chloride (PVDC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"30";"175";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"75";"Polyvinylidene Chloride (PVDC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"40";"175";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
