sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium bisulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 30-44-5-3W (G-30)";"potassium bisulfate";"salts";"5 – 10";"68 – 194";"<2";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Alloy 30-44-5-3W (G-30)";"potassium bisulfate";"salts";"5 – 15";"194";"<2";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Alloy 30-44-5-3W (G-30)";"potassium bisulfate";"salts";"10";"68 – 212";"<2";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Alloy 30-44-5-3W (G-30)";"potassium bisulfate";"salts";"15 – 40";"25 – 225";"<20";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Aluminum Alloy (3003/ 5154)";"potassium bisulfate";"salts";"5 – 15";"25 – 75";"<2";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bisulfate";"salts";"5 – 40";"25 – 75";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bisulfate";"salts";"5 – 15";"25 – 75";"<2";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bisulfate";"salts";"5 – 15";"75 – 225";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bisulfate";"salts";"15 – 25";"175 – 225";"20 – 50";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cast Iron, Gray/ Ductile";"potassium bisulfate";"salts";"5 – 40";"25 – 75";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cast Iron, Gray/ Ductile";"potassium bisulfate";"salts";"5 – 40";"375 – 425";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Copper/ Bronze/ Low Brass";"potassium bisulfate";"salts";"15 – 40";"25 – 225";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Duplex Stainless Steel (25-6-3)";"potassium bisulfate";"salts";"5 – 10";"68 – 194";"<2";"189,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Duplex Stainless Steel (25-6-3)";"potassium bisulfate";"salts";"5 – 15";"194";"<2";"189,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Duplex Stainless Steel (25-6-3)";"potassium bisulfate";"salts";"10";"68 – 212";"<2";"189,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Gold/ Platinum";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Lead";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"potassium bisulfate";"salts";"5 – 15";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel (200)";"potassium bisulfate";"salts";"5 – 40";"25 – 75";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"potassium bisulfate";"salts";"5 – 40";"52 – 102";"<2";"215,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silicon Cast Iron (14Si)";"potassium bisulfate";"salts";"5 – 40";"102 – 237";"<20";"215,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silver";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Steels, Carbon/ Low Alloy";"potassium bisulfate";"salts";"5 – 40";"25 – 75";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"potassium bisulfate";"salts";"5 – 40";"375 – 425";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Tantalum";"potassium bisulfate";"salts";"5 – 40";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Titanium, Unalloyed";"potassium bisulfate";"salts";"5";"25 – 68";"<2";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Titanium, Unalloyed";"potassium bisulfate";"salts";"5";"122";"20 – 50";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Titanium, Unalloyed";"potassium bisulfate";"salts";"5 – 15";"25 – 65";"<2";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Titanium, Unalloyed";"potassium bisulfate";"salts";"5 – 15";"194";">50";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Titanium, Unalloyed";"potassium bisulfate";"salts";"10";"68 – 212";">50";"189,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
