sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Methylene chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 80";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"12";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended; strength loss; steady state reached in one week exposure";"100";"32 – 100";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"13";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"70 – 90";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"70 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Glass, Chemical";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"70 – 250";"";"static; no water; wet; pipes";"1";"";"";"";"";"";"";"";"";"";""
"17";"Nylon";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Perfluoroalkoxy Resins";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended; weight gain; strength loss";"100";"32 – 85";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Perfluoroalkoxy Resins";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"85 – 100";"";"boiling point 40°C (104°F)";"1";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"methylene chloride";"dichloromethane";"liquid";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended; slight weight/volume change";"100";"75";"";"90 days";"3";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyethylene (PE)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 150";"";"low plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"24";"Polymethyl Methacrylate (PMMA)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"0 – 70";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"2";"questionable";"100";"60 – 80";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"80 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"Kynar";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"70 – 125";"<6";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinylidene Fluoride (PVDF)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"2";"questionable";"100";"125 – 150";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinylidene Fluoride (PVDF)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"150 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Butyl (BR)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Styrene Acrylonitrile Copolymer (SAN)";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Vinyl Ester Resins";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"70 – 80";"";"";"7";"";"";"";"";"";"";"";"";"";""
"36";"Wood";"";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"3";"not recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
