sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Isophorone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Lead";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel (200)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel Cast Iron (15-35Ni)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel-Copper (400)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Ni-Cr-Fe Alloy (600/ 690)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Mo Alloy (Ni-30Mo; B-2)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Silicon Cast Iron (14Si)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Silver";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Steels, Carbon/ Low Alloy";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Superferritic Stainless Steel (26-1)";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Tantalum";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Titanium, Unalloyed";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Zirconium";"isophorone";"3,5,5-trimethyl-2-cyclohexen-1-one";"78-59-1";"C9H14O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
