sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diphenyl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Cr-Fe Alloy (600/ 690)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 752";"<2";"128,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Steels, Carbon/ Low Alloy";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Superferritic Stainless Steel (26-1)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Tantalum";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Titanium, Unalloyed";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
