sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diphenyl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Nickel (200)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel Cast Iron (15-35Ni)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel-Copper (400)";"diphenyl";"biphenyl";"92-52-4";"C12H10";"aromatics";"100";"158 – 500";"<2";"128,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
