sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aniline";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"51";"Polyethylene (PE)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended; may stress crack";"100";"60 – 70";"<6";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"52";"Polyethylene (PE)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"53";"Polymethyl Methacrylate (PMMA)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; may dissolve";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"54";"Polypropylene (PP)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"55";"Polypropylene (PP)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable; discolored ";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"56";"Polyvinyl Chloride (PVC)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"57";"Polyvinyl Chloride (PVC)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"58";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"59";"Polyvinylidene Fluoride (PVDF)";"Kynar";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"60 – 100";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"60";"Polyvinylidene Fluoride (PVDF)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable";"100";"100 – 125";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"61";"Polyvinylidene Fluoride (PVDF)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"125 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"62";"Rubber, Butyl (BR)";"";"aniline";"benzenamine";"saturated";"62-53-3";"C6H7N";"amines";"1";"recommended";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"63";"Rubber, Butyl (BR)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";">90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"64";"Rubber, Natural (NR)";"";"aniline";"benzenamine";"saturated";"62-53-3";"C6H7N";"amines";"3";"not recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"65";"Rubber, Natural (NR)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; swollen >12 months";"100";"70 – 195";"";"no water";"1";"";"";"";"";"";"";"";"";"";""
"66";"Rubber, Natural (NR)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; swollen ";"100";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"67";"Vinyl Ester Resins";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"70";"";"";"7";"";"";"";"";"";"";"";"";"";""
"68";"Wood";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";">10";"25 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
