sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Maleic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"3";"not recommended";"10 – 90";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"20";"60 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"3";"not recommended";"100";"70 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"<25";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"2";"questionable; residue, not recommended with >5% phenol";"100";"185";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"10";"Chlorinated Polyvinyl Chloride (CPVC)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 212";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorosulfonated Polyethylene";"";"maleic acid";"saturated";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"<35";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"10 – 30";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"30";"70 – 150";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Resin, Glass Fiber- Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
