sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Maleic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluororubber";"";"maleic acid";"saturated";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"20";"70 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"40";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"2";"questionable";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"10 – 20";"70 – 200";"";"also with trace phthalic, fumaric, benzoic, quinone ";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyesters, Glass Fiber-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"40";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyesters, Glass Fiber-Reinforced";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyethylene (PE)";"";"maleic acid";"saturated";"110-16-7";"C4H4O4";"organic (weak) acids";"2";"questionable";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinyl Chloride (PVC)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 250";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinylidene Fluoride (PVDF)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"3";"not recommended";"100";"250 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Butyl (BR)";"";"maleic acid";"saturated";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"10 – 90";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Natural (NR)";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Vinyl Ester Resins";"";"maleic acid";"";"110-16-7";"C4H4O4";"organic (weak) acids";"1";"recommended";"100";"70 – 250";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
