sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Benzene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"30";"Phenolic Resins, Non-asbestos";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"145 – 160";"";"up to 182 days at 71°C (160°F)";"3";"";"";"";"";"";"";"";"";"";""
"31";"Polychloroprene";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; swollen, ";"100";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyesters, Glass Fiber-Reinforced";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";">10";"50 – 90";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Polyethylene (PE)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"2";"questionable; may stress crack; swollen; plasticizer";"100";"60 – 70";"<6";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"70 – 135";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"35";"Polyethylene (PE)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; may dissolve ";"100";"135 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"36";"Polymethyl Methacrylate (PMMA)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; disintegrated";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"38";"Polypropylene (PP)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"2";"questionable; weight gain; strength loss";"100";"60 – 75";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polypropylene (PP)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"2";"questionable";"100";"75 – 150";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polypropylene (PP)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyvinyl Chloride (PVC)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; weight gain ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"43";"Polyvinylidene Fluoride (PVDF)";"Kynar";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"60 – 160";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"44";"Polyvinylidene Fluoride (PVDF)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"2";"questionable";"100";"160 – 200";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"45";"Polyvinylidene Fluoride (PVDF)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"200 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"46";"Rubber, Butyl (BR)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"60 – 70";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Rubber, Butyl (BR)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"150 – 175";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Rubber, Natural (NR)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Rubber, Natural (NR)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; weight gain ";"100";"70 – 110";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Rubber, Natural (NR)";"";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; weight gain ";"100";"110 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
