sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorobenzene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"12";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended; immersed not recommended";"100";"70 – 90";"";"cyclic immersion";"1";"";"";"";"";"";"";"";"";"";""
"13";"Fluororubber";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Glass, Chemical";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"70 – 250";"";"also if acid";"1";"";"";"";"";"";"";"";"";"";""
"16";"Nylon";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"60 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Phenolic Resins, Asbestos-Reinforced";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Phenolic Resins, Non-asbestos";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"0 – 235";"";"";"3";"";"";"";"";"";"";"";"";"";""
"19";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"chlorobenzene";"phenyl chloride";"liquid";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended; slight weight/volume change";"100";"235 – 262";"";"90 days at 128°C (262°F)";"3";"";"";"";"";"";"";"";"";"";""
"20";"Polychloroprene";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polyesters, Glass Fiber-Reinforced";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";">10";"75 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyethylene (PE)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyethylene (PE)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polymethyl Methacrylate (PMMA)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polypropylene (PP)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";"100";"60 – 75";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";"100";"75 – 125";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"125 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"Kynar";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"70 – 170";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";"100";"170 – 200";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinylidene Fluoride (PVDF)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"200 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Butyl (BR)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Styrene Acrylonitrile Copolymer (SAN)";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended; may dissolve";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Vinyl Ester Resins";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";">10";"80 – 100";"";"";"7";"";"";"";"";"";"";"";"";"";""
"36";"Wood";"";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
