sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrogen fluoride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 125";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 125";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 125";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 125";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"125 – 175";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"75 – 125";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 125";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"125 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Brass (>15Zn)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 375";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 325";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"225 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"225 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"225 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"225 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 225";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"225 – 425";"<20";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 425";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel Cast Iron (15-35Ni)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 375";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 425";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 425";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 375";"<2";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Tantalum";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Titanium, Unalloyed";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Zirconium";"hydrogen fluoride";"hydrofluoric acid";"7664-39-3";"FH";"gases";"100";"25 – 75";">50";"143,214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
