sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Pyridine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"2";"questionable";">90";"70 – 150";"";"low plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"1";"recommended";"100";"60 – 70";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"1";"recommended";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyvinyl Chloride (PVC)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinylidene Fluoride (PVDF)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"2";"questionable";"100";"70 – 125";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";"100";"125 – 150";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"30";"Rubber, Butyl (BR)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"2";"questionable";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Butyl (BR)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Natural (NR)";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Vinyl Ester Resins";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"3";"not recommended";"100";"60 – 70";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"34";"Wood";"";"pyridine";"azine";"110-86-1";"C5H5N";"heterocyclic organics";"1";"recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
