sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Benzene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"68 – 176";"<2";"19,163";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 104";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"104 – 175";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 75";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Duplex Stainless Steel (25-6-3)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"68 – 176";"<2";"19,163";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Gold/ Platinum";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Lead";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel Cast Iron (15-35Ni)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel-Copper (400)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 75";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Cr-Fe Alloy (600/ 690)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 175";"<2";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Ni-Mo Alloy (Ni-30Mo; B-2)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silicon Cast Iron (14Si)";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"52 – 192";"<2";"19,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Silver";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<2";"19,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Steels, Carbon/ Low Alloy";"benzene";"[6]annulene";"71-43-2";"C6H6";"aromatics";"100";"25 – 225";"<20";"19,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
