sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Capric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"175 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"175 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Lead";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel (200)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel-Copper (400)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Cr-Fe Alloy (600/ 690)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silicon Cast Iron (14Si)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 439";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silver";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Steels, Carbon/ Low Alloy";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Tantalum";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Titanium, Unalloyed";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Zirconium";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
