sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Capric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 375";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 375";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"375 – 425";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"capric acid";"decanoic acid";"334-48-5";"C10H20O2";"organic (weak) acids";"100";"90 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
