sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diethylene glycol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"100";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"2";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"3";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"60 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Nylon";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Phenolic Resins, Asbestos-Reinforced";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Phenolic Resins, Asbestos-Reinforced";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"3";"not recommended; Haveg 61 recommended ";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"diethylene glycol";"diglycol";"liquid";"111-46-6";"C4H10O3";"alcohols";"1";"recommended; up to 783 days, slight weight/volume change";"10";"230";"";"";"3";"";"";"";"";"";"";"";"";"";""
"8";"Phenolic Resins, Non-asbestos";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"3";"not recommended; up to 90 days, significant weight/volume change";"90 – 95";"230";"";"";"3";"";"";"";"";"";"";"";"";"";""
"9";"Polyesters, Glass Fiber-Reinforced";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Polyethylene (PE)";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"11";"Vinyl Ester Resins";"";"diethylene glycol";"diglycol";"";"111-46-6";"C4H10O3";"alcohols";"1";"recommended";"100";"70 – 100";"";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
