sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"21";"Polychloroprene";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"amyl alcohol";"1-pentanol";"vapor";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"150 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended; may stress crack; low plasticizer";"100";"70 – 125";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"125 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"26";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polypropylene (PP)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinyl Chloride (PVC)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"2";"questionable";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinyl Chloride (PVC)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinyl Chloride (PVC)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended; discolored";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"150";"";"";"6";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinylidene Fluoride (PVDF)";"Kynar";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Butyl (BR)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Natural (NR)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Styrene Acrylonitrile Copolymer (SAN)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Styrene Acrylonitrile Copolymer (SAN)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Vinyl Ester Resins";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"7";"";"";"";"";"";"";"";"";"";""
"39";"Vinyl Ester Resins";"";"amyl alcohol";"1-pentanol";"vapor";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"150 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"40";"Wood";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 125";"";"permeable";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
