sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Carbon-Graphite Composites";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 255";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Carbon-Graphite Composites";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"255 – 279";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Cellulose Acetate";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Cellulose Acetate Butyrate";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended; softened; weight gain";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"amyl alcohol";"1-pentanol";"vapor";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"140";"";"";"16";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"10";"Chlorinated Polyvinyl Chloride (CPVC)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1, 2";"";"";"";"";"";"";"";"";"";""
"11";"Chlorinated Polyvinyl Chloride (CPVC)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"150 – 212";"";"";"1, 2";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Glass, Chemical";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Nylon";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Phenolic Resins, Asbestos-Reinforced";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
