sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Oxalic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5 – 15";"52 – 102";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"140 – 176";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"15 – 55";"75 – 147";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"140 – 167";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"217";"20 – 50";"boiling point";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"40";"167";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"45 – 55";"187 – 237";"20 – 50";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Aluminum Alloy (3003/ 5154)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5 – 15";"52 – 100";"<20";"";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Aluminum Alloy (3003/ 5154)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5 – 55";"100 – 147";"20 – 50";"";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Aluminum Alloy (3003/ 5154)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5 – 55";"187 – 237";">50";"";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Aluminum Alloy (3003/ 5154)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"15 – 55";"75 – 100";"<20";"";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Aluminum Alloy (3003/ 5154)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"55 – 95";"225 – 237";">50";"";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"95";"<2";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"122";"20 – 50";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"140 – 176";"20 – 50";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25 – 35";"75 – 125";">50";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25 – 55";"175 – 225";">50";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"35 – 45";"125 – 225";">50";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"95 – 122";"<2";"";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
