sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Oxalic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"1";"95 – 212";"<2";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"68 – 140";"<2";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"212";"20 – 50";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"140 – 176";"<2";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"214";"20 – 50";"boiling point";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"140 – 167";"<2";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"217";"20 – 50";"boiling point";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"40";"167";"<2";"";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"40";"223";"20 – 50";"boiling point";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 20-25-4Mo (904L)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"50";"225";"20 – 50";"boiling point";"186,219,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"1";"95 – 140";"<2";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"1";"212";"20 – 50";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"68 – 140";"<2";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"212";"20 – 50";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"140 – 176";"<2";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"214";"20 – 50";"boiling point";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"140 – 167";"<2";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"217";"20 – 50";"boiling point";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"40";"167";"<2";"";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Alloy 20-25-6Mo (254SMO/ 6XN)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"50";"225";"20 – 50";"boiling point";"186,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"1 – 15";"187 – 237";"20 – 50";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"68 – 140";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5 – 15";"52 – 102";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"10";"140 – 176";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"15 – 55";"75 – 147";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"140 – 167";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"25";"217";"20 – 50";"boiling point";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"40";"167";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"45 – 55";"187 – 237";"20 – 50";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"1 – 15";"187 – 237";"20 – 50";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Alloy 30-44-5-3W (G-30)";"oxalic acid";"144-62-7";"C2H2O4";"organic (weak) acids";"";"";"5";"68 – 140";"<2";"";"186,218,220,222";"";"";"";"";"";"";"";"";"";"";"";"";""
