sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorosulfonated Polyethylene";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Concrete";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 90";"60 – 70";"";"no aluminous";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Cements";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"20";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Cements";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"20";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"16";"Epoxy Cements";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Cements";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 70";"75 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";">10";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"20";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended; steady state reached in one week exposure";"20";"32 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"70 – 150";"";"cyclic immersion; immersed";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"22";"Fluororubber";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";"10 – 40";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"10 – 60";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Fluororubber";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Fluororubber";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50 – 60";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Glass, Chemical";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable; weight loss";"6.9";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Glass, Chemical";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";">20";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Nylon";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Nylon";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Nylon";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Phenolic Resins, Asbestos-Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polychloroprene";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Polychloroprene";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyesters, Glass Fiber-Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10";"50 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyesters, Glass Fiber-Reinforced";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 20";"50 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyethylene (PE)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"20 – 50";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyethylene (PE)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"30 – 50";"60 – 70";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"40";"Polymethyl Methacrylate (PMMA)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 90";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Polymethyl Methacrylate (PMMA)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"43";"Polypropylene (PP)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Polypropylene (PP)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Polypropylene (PP)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Polysulfone";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"30 – 40";"75 – 170";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Polyvinyl Chloride (PVC)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50";"75";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"49";"Polyvinylidene Fluoride (PVDF)";"Kynar";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10";"70 – 150";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"50";"Polyvinylidene Fluoride (PVDF)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"2";"questionable";"10";"150 – 180";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
