sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"50 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"20";"60 – 170";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"60 – 170";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"45";"75";"<6";"2 oz/gal";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"175";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"3";"not recommended";"10";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"10";"Chlorinated Polyvinyl Chloride (CPVC)";"";"potassium hydroxide";"";"1310-58-3";"HKO";"bases";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
