sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorinated Polyvinyl Chloride (CPVC)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"13";"Chlorosulfonated Polyethylene";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Concrete";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Cements";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"35";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"16";"Epoxy Cements";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"35";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended; over 3 years";">10";"50 – 275";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Glass Fiber- Reinforced";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 90";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Glass Fiber- Reinforced";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"20";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluororubber";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 90";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Glass, Chemical";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";">90";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Glassed Steel";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Nylon";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polychloroprene";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyesters, Glass Fiber-Reinforced";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended; ";"10 – 50";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyesters, Glass Fiber-Reinforced";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyethylene (PE)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 60";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyethylene (PE)";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"70";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyethylene (PE)";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"90";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"32";"Polymethyl Methacrylate (PMMA)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polymethyl Methacrylate (PMMA)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"35";"Polypropylene (PP)";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polypropylene (PP)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyvinyl Chloride (PVC)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyvinylidene Fluoride (PVDF)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Butyl (BR)";"";"magnesium sulfate";"saturated";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Rubber, Natural (NR)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Rubber, Natural (NR)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"40 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Rubber, Natural (NR)";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"3";"not recommended";"40 – 70";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Vinyl Ester Resins";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";"any";"70 – 250";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"44";"Wood";"";"magnesium sulfate";"";"7487-88-9";"MgO4S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
