sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chromium fluoride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";"<20";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 225";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 225";"<20";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel-Copper (400)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 225";"<20";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Silver";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 225";"<20";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Steels, Carbon/ Low Alloy";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Superferritic Stainless Steel (26-1)";"chromium fluoride";"chromous fluoride";"10049-10-2";"CrF2";"salts";"100";"25 – 75";">50";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
