sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylenediamine hydrochloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Brass (>15Zn)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Cast Iron, Gray/ Ductile";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Copper/ Bronze/ Low Brass";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cr Stainless Steel (12Cr)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cr Stainless Steel (17Cr)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (17Cr)";"ethylenediamine hydrochloride";"amino salts";"100";"275 – 325";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Gold/ Platinum";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ethylenediamine hydrochloride";"amino salts";"100";"125 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ethylenediamine hydrochloride";"amino salts";"100";"125 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ethylenediamine hydrochloride";"amino salts";"100";"125 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ethylenediamine hydrochloride";"amino salts";"100";"125 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ethylenediamine hydrochloride";"amino salts";"100";"125 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel Cast Iron (15-35Ni)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Steels, Carbon/ Low Alloy";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Superferritic Stainless Steel (26-1)";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Tantalum";"ethylenediamine hydrochloride";"amino salts";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
