sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Acetic anhydride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"0 – 248";"<2";"3,119,157,208";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"0 – 248";"<2";"3,119,157,208";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"0 – 248";"<2";"3,119,157,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"0 – 248";"<2";"3,119,157,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 125";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"175 – 275";"<20";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"77";"<2";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"80 – 210";"<20";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"212";"20 – 50";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 275";"<2";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"275 – 325";"<20";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Brass (>15Zn)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 75";">50";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"175 – 225";">50";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 75";"<20";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"75 – 175";"20 – 50";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"175 – 225";">50";"3,119,208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (12Cr)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 225";"20 – 50";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 225";"20 – 50";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Duplex Stainless Steel (25-6-3)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"0 – 248";"<2";"3,119,157,208";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Gold/ Platinum";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 225";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Lead";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"75 – 125";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"125 – 225";"<20";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 225";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"275 – 325";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"25 – 225";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"acetic anhydride";"108-24-7";"C4H6O3";"anhydrides";"100";"275 – 325";"<2";"3,119,208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
