sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phthalic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper-Nickel";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (17Cr)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Gold/ Platinum";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Mo Alloy (Ni-30Mo; B-2)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Silicon Cast Iron (14Si)";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 439";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silver";"phthalic acid";"88-99-3";"C8H6O4";"organic (weak) acids";"100";"375 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
