sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copper sulfate + 5% sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 225";"<20";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Aluminum Alloy (3003/ 5154)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";">50";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 225";"<20";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 225";"<20";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Brass (>15Zn)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";">50";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Cast Iron, Gray/ Ductile";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";">50";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";">50";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Gold/ Platinum";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";"<2";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Silicon Cast Iron (14Si)";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"52 – 237";"<20";"43,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Steels, Carbon/ Low Alloy";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";">50";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Zirconium";"copper sulfate + 5% sulfuric acid";"acid-salt mixtures";"100";"25 – 75";"<2";"43,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
