sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium bisulfite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"magnesium bisulfite";"salts";"10";"221";"<2";"184";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"magnesium bisulfite";"salts";"10";"221";"<2";"184";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<2";"184,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<2";"184,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"magnesium bisulfite";"salts";"5 – 15";"52 – 102";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"magnesium bisulfite";"salts";"5 – 15";"187 – 237";"20 – 50";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"magnesium bisulfite";"salts";"5 – 15";"52 – 210";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"magnesium bisulfite";"salts";"10";"212";"20 – 50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Brass (>15Zn)";"magnesium bisulfite";"salts";"5 – 15";"52 – 102";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Brass (>15Zn)";"magnesium bisulfite";"salts";"5 – 15";"187 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"magnesium bisulfite";"salts";"5 – 15";"52 – 102";"20 – 50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"magnesium bisulfite";"salts";"5 – 15";"187 – 237";">50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"magnesium bisulfite";"salts";"5 – 15";"52 – 102";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"magnesium bisulfite";"salts";"5 – 15";"187 – 237";"20 – 50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Duplex Stainless Steel (25-6-3)";"magnesium bisulfite";"salts";"10";"221";"<2";"184";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"magnesium bisulfite";"salts";"5 – 15";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
