sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"151";"Polymethyl Methacrylate (PMMA)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; disintegrated ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"152";"Polyphenylene Sulfide (40% Glass-Filled)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"30";"0 – 176";"";"";"11";"";"";"";"";"";"";"";"";"";""
"153";"Polyphenylene Sulfide (40% Glass-Filled)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"30 – 75";"0 – 75";"";"";"11";"";"";"";"";"";"";"";"";"";""
"154";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"30 – 75";"75 – 176";"<6";"";"11";"";"";"";"";"";"";"";"";"";""
"155";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"30";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"156";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"50";"200";"";"";"18";"";"";"";"";"";"";"";"";"";""
"157";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"80";"200";"";"";"18";"";"";"";"";"";"";"";"";"";""
"158";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended; may stress crack";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"159";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"160";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"161";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"50 – 60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"162";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"50 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"163";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"60";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"164";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"100";"60 – 70";"";"intermittent exposure, 98% also";"1";"";"";"";"";"";"";"";"";"";""
"165";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"166";"Polypropylene (PP)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; disintegrated";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"167";"Polysulfone";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"30 – 40";"125 – 175";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"168";"Polyvinyl Chloride (PVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended; discolored; softened";"10 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"169";"Polyvinyl Chloride (PVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">80";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"170";"Polyvinyl Chloride (PVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; weight gain, ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"171";"Polyvinyl Chloride (PVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; weight gain, ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"172";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10";"125";"";"";"6";"";"";"";"";"";"";"";"";"";""
"173";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"20";"125";"";"";"6";"";"";"";"";"";"";"";"";"";""
"174";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"30";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"175";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"60";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"176";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"85";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"177";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"90";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"178";"Polyvinylidene Chloride (PVDC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"179";"Polyvinylidene Fluoride (PVDF)";"Kynar";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10 – 30";"70 – 250";"<12";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"180";"Polyvinylidene Fluoride (PVDF)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"10 – 60";"248 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"181";"Polyvinylidene Fluoride (PVDF)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"60";"70 – 250";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"182";"Polyvinylidene Fluoride (PVDF)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80 – 93";"70 – 200";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"183";"Polyvinylidene Fluoride (PVDF)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"98";"70 – 150";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"184";"Polyvinylidene Fluoride (PVDF)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"185";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
