sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"51";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">95";"75 – 90";"";"";"16";"";"";"";"";"";"";"";"";"";""
"52";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"53";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"80";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"54";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"55";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">80";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"56";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">90";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"57";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"93";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"58";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"59";"Chlorosulfonated Polyethylene";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended; not recommended for fuming";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"60";"Chlorosulfonated Polyethylene";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
