sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copper nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"1 – 50";"0 – 221";"<2";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"1 – 50";"0 – 221";"<2";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper-Nickel";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 225";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 225";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Duplex Stainless Steel (25-6-3)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 45";"75 – 125";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 45";"75 – 125";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 45";"75 – 125";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 45";"75 – 125";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 45";"75 – 125";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
